epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,41004.3,0.6058,1.26677,0.51579,1.02,0.96318,0.92606,0.95399,0.88276,0.95905,0.92335,0.94527,0.84158,0.39502,1.11711,0.25315,0.85318,0.003466,0.003466,0.003466
134,41259.5,0.60147,1.24931,0.50665,1.01865,0.96467,0.92529,0.95385,0.88272,0.95892,0.92362,0.94511,0.84125,0.39476,1.11453,0.25292,0.85296,0.0034165,0.0034165,0.0034165
135,41521.8,0.60252,1.24056,0.50525,1.016,0.96469,0.92622,0.95389,0.88294,0.9609,0.92283,0.94517,0.84172,0.39479,1.11839,0.25228,0.85325,0.003367,0.003367,0.003367
136,41818.2,0.60362,1.24869,0.51306,1.01587,0.96463,0.92611,0.95379,0.88293,0.96082,0.9228,0.94518,0.84156,0.39464,1.11187,0.25222,0.8531,0.0033175,0.0033175,0.0033175
137,42102,0.59495,1.23722,0.49827,1.0146,0.96401,0.92601,0.95374,0.88293,0.96034,0.92307,0.9451,0.84156,0.39482,1.11528,0.25265,0.85328,0.003268,0.003268,0.003268
138,42401.9,0.59841,1.23518,0.50441,1.01519,0.96391,0.92618,0.95374,0.88349,0.96096,0.92397,0.94577,0.84176,0.39481,1.11593,0.25248,0.85333,0.0032185,0.0032185,0.0032185
139,42751.4,0.59745,1.22421,0.50093,1.01278,0.96396,0.92618,0.95387,0.88302,0.96157,0.92451,0.94574,0.84224,0.39471,1.11548,0.25223,0.85346,0.003169,0.003169,0.003169
140,43206.3,0.59677,1.21167,0.4999,1.01636,0.96403,0.92621,0.9539,0.88368,0.96091,0.92417,0.94547,0.84192,0.39483,1.113,0.25203,0.8537,0.0031195,0.0031195,0.0031195
141,43676.1,0.59062,1.21563,0.49087,1.00959,0.96396,0.92644,0.95395,0.88402,0.96023,0.92414,0.94545,0.84203,0.39492,1.11982,0.25191,0.854,0.00307,0.00307,0.00307
142,44117.8,0.59996,1.24019,0.49756,1.01442,0.96378,0.92624,0.95425,0.88408,0.96024,0.92347,0.94553,0.84261,0.39496,1.11622,0.25218,0.85411,0.0030205,0.0030205,0.0030205
143,44795.6,0.59968,1.24946,0.50392,1.01605,0.96382,0.92639,0.95419,0.8839,0.96075,0.92391,0.9456,0.84239,0.39492,1.11758,0.2522,0.85405,0.002971,0.002971,0.002971
144,45144.3,0.59065,1.21637,0.48943,1.01008,0.96376,0.92666,0.95418,0.88379,0.96073,0.92473,0.94633,0.8421,0.39449,1.11767,0.25165,0.8538,0.0029215,0.0029215,0.0029215
145,45400.8,0.58805,1.19465,0.48548,1.00923,0.9638,0.9267,0.95417,0.88405,0.9603,0.92461,0.9458,0.84254,0.3934,1.1112,0.25195,0.85176,0.002872,0.002872,0.002872
146,45957.9,0.59396,1.23147,0.49576,1.01009,0.96397,0.92658,0.954,0.88401,0.95997,0.9244,0.9454,0.8423,0.39353,1.10768,0.25178,0.85187,0.0028225,0.0028225,0.0028225
147,46187.1,0.59091,1.21997,0.49513,1.00903,0.96406,0.92644,0.95401,0.88358,0.96019,0.92424,0.94536,0.842,0.39333,1.10525,0.25163,0.85168,0.002773,0.002773,0.002773
148,46415.4,0.58752,1.20666,0.49345,1.01184,0.96388,0.92605,0.95408,0.88418,0.9602,0.92439,0.94548,0.84257,0.39345,1.10816,0.25153,0.85163,0.0027235,0.0027235,0.0027235
149,46641.2,0.58981,1.20566,0.49228,1.01388,0.9635,0.92677,0.95421,0.88442,0.96041,0.92461,0.9459,0.84302,0.39356,1.10771,0.25145,0.85185,0.002674,0.002674,0.002674
150,46888.7,0.57974,1.18158,0.48166,1.00862,0.96369,0.92723,0.95427,0.88398,0.96055,0.92528,0.94614,0.84297,0.39342,1.10885,0.25124,0.85176,0.0026245,0.0026245,0.0026245
151,47159.9,0.5875,1.22444,0.48677,1.00727,0.96393,0.92722,0.95413,0.88434,0.96124,0.92604,0.94648,0.84328,0.39332,1.11057,0.25089,0.85179,0.002575,0.002575,0.002575
152,47393.6,0.58224,1.20353,0.48161,1.00584,0.96423,0.92855,0.95434,0.88455,0.9612,0.9261,0.9465,0.84322,0.39315,1.10871,0.25106,0.85163,0.0025255,0.0025255,0.0025255
153,47638.2,0.58088,1.17716,0.47415,1.00146,0.96359,0.92673,0.95427,0.88489,0.9614,0.92472,0.9466,0.84347,0.39301,1.11397,0.25065,0.8516,0.002476,0.002476,0.002476
154,47883.8,0.5756,1.20532,0.47862,1.00392,0.96373,0.92675,0.95432,0.88515,0.96104,0.9244,0.94637,0.84381,0.3928,1.11589,0.25042,0.8515,0.0024265,0.0024265,0.0024265
155,48133.3,0.5753,1.16793,0.47345,1.00078,0.96367,0.927,0.9543,0.88528,0.96058,0.92499,0.94629,0.84361,0.39304,1.11152,0.25058,0.85164,0.002377,0.002377,0.002377
156,48403,0.57798,1.17505,0.47264,1.00068,0.96332,0.92674,0.95439,0.88473,0.96027,0.92595,0.94642,0.84386,0.39291,1.1115,0.25056,0.85157,0.0023275,0.0023275,0.0023275
157,48654,0.57285,1.17444,0.47421,1.003,0.96321,0.92843,0.95419,0.88539,0.96012,0.92637,0.94649,0.84411,0.39265,1.10698,0.25048,0.85131,0.002278,0.002278,0.002278
158,49024.2,0.57982,1.18188,0.47772,1.00382,0.96327,0.92842,0.95443,0.88555,0.95996,0.92657,0.94657,0.84446,0.39234,1.10827,0.25027,0.85113,0.0022285,0.0022285,0.0022285
159,49258.7,0.57558,1.16314,0.47086,1.00335,0.96278,0.92867,0.9543,0.88548,0.95984,0.92642,0.94663,0.84395,0.39227,1.107,0.25015,0.85111,0.002179,0.002179,0.002179
160,49574.8,0.57194,1.15585,0.46357,0.99555,0.96236,0.92882,0.95444,0.88547,0.95961,0.92647,0.94674,0.84436,0.39204,1.10695,0.24997,0.85093,0.0021295,0.0021295,0.0021295
161,49822.3,0.56919,1.1605,0.46186,1.00083,0.96233,0.92881,0.95454,0.88573,0.95963,0.92649,0.94683,0.8448,0.39172,1.10498,0.2495,0.85076,0.00208,0.00208,0.00208
162,50077.7,0.57121,1.15114,0.46214,1.00043,0.96219,0.92891,0.95454,0.88595,0.95931,0.92664,0.94689,0.84473,0.39145,1.10653,0.24931,0.85056,0.0020305,0.0020305,0.0020305
163,50295.9,0.5673,1.1606,0.45979,0.99594,0.96305,0.92912,0.95476,0.88684,0.95987,0.92646,0.94757,0.84545,0.39125,1.10872,0.24903,0.85036,0.001981,0.001981,0.001981
164,50544.4,0.56313,1.1606,0.45872,0.99805,0.96257,0.92919,0.95468,0.88601,0.95988,0.92696,0.94771,0.84506,0.39079,1.10273,0.24867,0.85008,0.0019315,0.0019315,0.0019315
165,50781.2,0.57224,1.16095,0.46181,1.00495,0.96274,0.92911,0.95472,0.88634,0.96063,0.92664,0.94781,0.8451,0.39055,1.09774,0.24766,0.84989,0.001882,0.001882,0.001882
166,51028,0.56621,1.17235,0.45781,0.99504,0.96308,0.92898,0.95466,0.88678,0.961,0.92651,0.94786,0.84556,0.39035,1.09601,0.24756,0.84979,0.0018325,0.0018325,0.0018325
167,303.22,0.5607,1.14362,0.44994,0.99762,0.96306,0.92901,0.95479,0.88701,0.96105,0.92649,0.94786,0.84517,0.39043,1.09597,0.24751,0.84981,0.001783,0.001783,0.001783
168,517.593,0.56357,1.16131,0.45401,0.99998,0.96328,0.92892,0.95491,0.88665,0.96114,0.92648,0.9479,0.8456,0.39028,1.09619,0.24741,0.84972,0.0017335,0.0017335,0.0017335
169,721.746,0.56355,1.15233,0.45758,0.9989,0.96375,0.92906,0.95494,0.88667,0.96153,0.9266,0.94791,0.84562,0.39014,1.10404,0.24718,0.84962,0.001684,0.001684,0.001684
170,876.384,0.56395,1.15784,0.45792,0.99945,0.96394,0.92896,0.95486,0.88676,0.96167,0.92644,0.94793,0.84549,0.39002,1.10094,0.24721,0.84948,0.0016345,0.0016345,0.0016345
171,1079.72,0.56496,1.15294,0.45572,1.00021,0.96395,0.9289,0.95498,0.88693,0.96306,0.92468,0.94783,0.84596,0.38982,1.10234,0.24705,0.84938,0.001585,0.001585,0.001585
172,1313.55,0.56022,1.15101,0.45109,0.99767,0.96385,0.92964,0.95485,0.88679,0.96258,0.92493,0.94786,0.8461,0.38982,1.10512,0.24675,0.84937,0.0015355,0.0015355,0.0015355
173,1768.7,0.55761,1.15068,0.4504,0.99505,0.96397,0.92911,0.95478,0.88686,0.9622,0.92523,0.94734,0.84633,0.38978,1.10338,0.24693,0.84934,0.001486,0.001486,0.001486
174,2390.53,0.56642,1.16372,0.45786,0.99801,0.96397,0.929,0.95484,0.88672,0.96264,0.92513,0.94743,0.84675,0.38979,1.10549,0.24747,0.84936,0.0014365,0.0014365,0.0014365
175,3338.59,0.56008,1.15456,0.45271,0.99441,0.9641,0.92892,0.95474,0.88688,0.96267,0.92518,0.94716,0.84663,0.38987,1.10358,0.2476,0.84938,0.001387,0.001387,0.001387
176,3739.44,0.56113,1.14729,0.45388,0.99904,0.96389,0.92956,0.95485,0.88699,0.96192,0.92482,0.94705,0.84684,0.38979,1.11007,0.2474,0.84942,0.0013375,0.0013375,0.0013375
177,4085.69,0.55913,1.14367,0.45259,0.99523,0.96409,0.92927,0.95486,0.8872,0.96228,0.92516,0.94703,0.8465,0.38953,1.1122,0.24734,0.84928,0.001288,0.001288,0.001288
178,4420.99,0.55991,1.14374,0.45299,0.99598,0.96425,0.929,0.95489,0.88693,0.96253,0.92498,0.94708,0.84669,0.3895,1.10649,0.2468,0.84922,0.0012385,0.0012385,0.0012385
179,4934.42,0.55791,1.14286,0.45136,0.9956,0.96471,0.92874,0.95487,0.88707,0.9623,0.92516,0.94711,0.84657,0.38942,1.10525,0.24641,0.84915,0.001189,0.001189,0.001189
180,5296.92,0.5545,1.14191,0.4492,0.99729,0.96477,0.92838,0.95499,0.88729,0.96233,0.92484,0.94712,0.84663,0.3893,1.10867,0.24664,0.84912,0.0011395,0.0011395,0.0011395
181,5578.86,0.55379,1.13651,0.44489,0.99313,0.96545,0.92899,0.95512,0.88748,0.96219,0.92489,0.94716,0.84745,0.38915,1.10652,0.24585,0.84892,0.00109,0.00109,0.00109
182,5901.5,0.55483,1.13063,0.44484,0.99404,0.96638,0.92876,0.95499,0.8878,0.96286,0.92462,0.94721,0.84723,0.38888,1.10244,0.24561,0.84871,0.0010405,0.0010405,0.0010405
183,6249.57,0.55609,1.13817,0.44381,0.99359,0.96547,0.92899,0.95504,0.88744,0.96335,0.92433,0.94729,0.84716,0.38863,1.10845,0.24544,0.84858,0.000991,0.000991,0.000991
184,6381.47,0.54737,1.10943,0.43747,0.98997,0.96554,0.929,0.95505,0.88757,0.96352,0.92414,0.94722,0.84733,0.38876,1.09939,0.2455,0.84872,0.0009415,0.0009415,0.0009415
185,6683.01,0.55297,1.12128,0.44145,0.99366,0.96581,0.92889,0.95501,0.88774,0.96357,0.92392,0.94732,0.84731,0.3886,1.09895,0.24558,0.84855,0.000892,0.000892,0.000892
186,6991.13,0.55153,1.10722,0.44259,0.99377,0.9655,0.92907,0.95507,0.88812,0.96347,0.92445,0.94738,0.84759,0.38848,1.10832,0.24542,0.84859,0.0008425,0.0008425,0.0008425
187,7308.82,0.54811,1.10178,0.43136,0.98913,0.96602,0.92897,0.95528,0.88843,0.96362,0.92437,0.9475,0.84761,0.38834,1.10312,0.24494,0.84854,0.000793,0.000793,0.000793
188,7595.77,0.54344,1.10575,0.43139,0.98876,0.96686,0.92876,0.95536,0.88842,0.96329,0.92386,0.94739,0.84807,0.38831,1.105,0.24478,0.84852,0.0007435,0.0007435,0.0007435
189,8063.78,0.5496,1.1041,0.43648,0.9885,0.96678,0.92883,0.95539,0.88863,0.9638,0.92372,0.94739,0.84837,0.38821,1.10558,0.24453,0.84842,0.000694,0.000694,0.000694
190,8282.97,0.544,1.10963,0.43158,0.98802,0.96678,0.92935,0.95543,0.88835,0.96332,0.92477,0.94702,0.84811,0.38811,1.10168,0.24428,0.84836,0.0006445,0.0006445,0.0006445
191,8413.18,0.40994,0.79254,0.26404,0.89256,0.96778,0.92807,0.95569,0.88868,0.96417,0.92387,0.9472,0.84803,0.388,1.10166,0.24426,0.84837,0.000595,0.000595,0.000595
192,8543.69,0.40887,0.77131,0.25257,0.88981,0.96828,0.92724,0.95583,0.88884,0.96468,0.92276,0.94771,0.84824,0.38788,1.10392,0.24411,0.84832,0.0005455,0.0005455,0.0005455
193,8672,0.40405,0.76866,0.24959,0.88722,0.96838,0.9268,0.95591,0.88915,0.96453,0.92237,0.94734,0.84849,0.38772,1.10393,0.24391,0.84827,0.000496,0.000496,0.000496
194,8797.95,0.39992,0.75866,0.24414,0.88509,0.96831,0.92667,0.95571,0.88896,0.96443,0.92248,0.94802,0.84883,0.38757,1.10523,0.24362,0.84823,0.0004465,0.0004465,0.0004465
195,8952.46,0.39589,0.75723,0.2423,0.88574,0.96848,0.92641,0.95574,0.88896,0.96452,0.92234,0.94805,0.84863,0.38735,1.1027,0.24315,0.84812,0.000397,0.000397,0.000397
196,9082.15,0.39599,0.73626,0.2406,0.88356,0.96856,0.9264,0.95586,0.88933,0.96469,0.92228,0.94807,0.84844,0.38729,1.10477,0.2433,0.84811,0.0003475,0.0003475,0.0003475
197,9208.76,0.39643,0.75298,0.24299,0.88594,0.96869,0.92629,0.95575,0.8892,0.96474,0.92227,0.94811,0.84899,0.38724,1.10382,0.24266,0.84801,0.000298,0.000298,0.000298
198,9338.03,0.39462,0.73289,0.2384,0.88575,0.969,0.92684,0.95599,0.88947,0.96588,0.92225,0.94822,0.84935,0.38709,1.10227,0.24301,0.84799,0.0002485,0.0002485,0.0002485
199,9476.44,0.39195,0.7311,0.23732,0.88099,0.96894,0.92681,0.95582,0.88937,0.96567,0.92229,0.94824,0.84948,0.38706,1.09936,0.24277,0.84789,0.000199,0.000199,0.000199
200,9627.59,0.39171,0.74917,0.23741,0.88269,0.96756,0.92621,0.9559,0.88957,0.96547,0.92237,0.94828,0.84919,0.38697,1.10317,0.24331,0.84795,0.0001495,0.0001495,0.0001495
